SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
GSS,EQ,19-Apr-2023,205.55,205.55,207.35,202.05,202.05,203.15,204.7,12171,24.91,592,7446,61.18
GTL,EQ,19-Apr-2023,5.55,5.5,5.65,5.5,5.6,5.5,5.56,151885,8.45,799,96709,63.67
GTLINFRA,EQ,19-Apr-2023,0.8,0.8,0.85,0.8,0.8,0.8,0.81,10114950,81.85,12749,6740490,66.64
GTPL,EQ,19-Apr-2023,103.05,103.9,106.65,103.0,104.25,103.85,104.22,77200,80.46,1638,39287,50.89
GUFICBIO,EQ,19-Apr-2023,197.95,198.75,203.2,197.85,202.9,202.2,201.45,47900,96.49,1898,26311,54.93
GUJALKALI,EQ,19-Apr-2023,638.95,636.2,645.25,634.55,635.5,635.85,639.09,60641,387.55,3489,24153,39.83
GUJAPOLLO,EQ,19-Apr-2023,194.7,197.45,197.45,192.15,192.25,192.5,193.46,2938,5.68,426,1757,59.80
GUJGASLTD,EQ,19-Apr-2023,469.15,471.3,471.3,463.05,464.2,464.8,466.73,605655,2826.78,11723,345210,57.00
GUJRAFFIA,BE,19-Apr-2023,27.5,28.85,28.85,28.85,28.85,28.85,28.85,194,0.06,8,-,-
GULFOILLUB,EQ,19-Apr-2023,413.05,415.9,415.9,410.95,412.0,411.95,412.64,10439,43.08,517,7879,75.48
GULFPETRO,EQ,19-Apr-2023,33.6,33.7,34.45,33.7,33.7,33.95,34.04,92163,31.38,905,43126,46.79
GULPOLY,EQ,19-Apr-2023,258.25,258.3,259.0,255.0,255.05,256.3,257.45,21495,55.34,623,14883,69.24
GVKPIL,EQ,19-Apr-2023,2.6,2.6,2.65,2.55,2.65,2.65,2.6,828654,21.53,1102,389407,46.99
HAL,EQ,19-Apr-2023,2829.15,2830.05,2848.5,2811.4,2816.8,2821.1,2828.08,397323,11236.61,24537,159939,40.25
HAPPSTMNDS,EQ,19-Apr-2023,800.8,806.0,809.65,797.85,801.0,799.9,802.55,112260,900.94,10540,51954,46.28
HARDWYN,EQ,19-Apr-2023,320.35,327.35,345.0,320.15,338.0,340.05,336.48,75419,253.77,3155,26683,35.38
HARIOMPIPE,EQ,19-Apr-2023,531.1,531.3,537.15,526.1,530.0,530.6,531.03,147994,785.89,6784,61289,41.41
HARRMALAYA,EQ,19-Apr-2023,117.85,117.5,118.6,116.65,116.65,116.95,117.69,9238,10.87,319,5409,58.55
HARSHA,EQ,19-Apr-2023,411.4,411.9,412.6,401.0,401.7,402.0,405.81,51339,208.34,2466,33014,64.31
HATHWAY,EQ,19-Apr-2023,12.95,12.95,13.4,12.9,13.0,13.0,13.12,3520446,461.99,4337,1651222,46.90
HATSUN,EQ,19-Apr-2023,845.25,849.7,865.55,844.1,854.0,860.15,855.26,10862,92.9,1924,6859,63.15
HAVELLS,EQ,19-Apr-2023,1210.0,1214.5,1237.75,1208.65,1214.95,1215.6,1220.85,1049172,12808.83,39917,377974,36.03
HAVISHA,BE,19-Apr-2023,1.95,1.9,2.0,1.9,1.95,1.95,1.94,9683,0.19,44,-,-
HBANKETF,EQ,19-Apr-2023,424.96,429.77,429.77,422.75,422.75,423.18,423.68,807,3.42,122,484,59.98
HBLPOWER,EQ,19-Apr-2023,98.25,98.65,100.35,98.3,99.0,98.7,99.28,739231,733.88,5742,277094,37.48
HBSL,EQ,19-Apr-2023,46.45,46.95,46.95,46.7,46.9,46.85,46.8,1116,0.52,42,1021,91.49
HCC,EQ,19-Apr-2023,14.3,14.3,15.4,14.25,14.8,14.75,14.84,25247003,3746.1,11010,7471927,29.60
HCG,EQ,19-Apr-2023,266.95,266.95,269.0,262.05,263.65,263.7,264.89,35023,92.77,1871,22870,65.30
HCL-INSYS,EQ,19-Apr-2023,13.2,13.15,13.8,13.15,13.4,13.35,13.46,379919,51.15,1374,177437,46.70
HCLTECH,EQ,19-Apr-2023,1063.85,1073.95,1073.95,1036.45,1037.5,1038.7,1044.63,4322881,45158.21,133955,2112729,48.87
HDFC,EQ,19-Apr-2023,2723.7,2734.0,2748.7,2725.6,2743.0,2744.8,2740.48,1756973,48149.5,84686,1124519,64.00
HDFC,W3,19-Apr-2023,571.5,577.0,584.0,571.0,578.0,580.5,577.55,19800,114.36,33,11400,57.58
HDFCAMC,EQ,19-Apr-2023,1810.85,1811.0,1811.0,1765.0,1767.75,1768.55,1786.2,154121,2752.91,11404,62353,40.46
HDFCBANK,EQ,19-Apr-2023,1659.6,1665.0,1670.3,1657.15,1668.7,1665.7,1664.28,12370584,205880.91,142796,1894807,15.32
HDFCBSE500,EQ,19-Apr-2023,25.11,28.14,28.14,23.74,24.2,24.15,24.09,7242,1.74,142,4348,60.04
HDFCGROWTH,EQ,19-Apr-2023,86.88,86.6,87.15,86.25,86.89,86.63,86.67,596,0.52,35,307,51.51
HDFCLIFE,EQ,19-Apr-2023,532.3,532.5,532.95,523.35,524.95,524.8,527.36,1622301,8555.41,46040,967604,59.64
HDFCLOWVOL,EQ,19-Apr-2023,131.05,131.6,132.0,131.05,131.05,131.05,131.37,107,0.14,7,82,76.64
HDFCMFGETF,EQ,19-Apr-2023,53.13,53.02,53.39,52.4,52.67,52.6,52.82,417770,220.68,1279,275985,66.06
HDFCMID150,EQ,19-Apr-2023,118.0,118.0,118.33,117.4,117.88,117.88,118.21,601,0.71,19,594,98.84
HDFCMOMENT,EQ,19-Apr-2023,187.7,187.4,189.0,187.4,189.0,188.97,188.67,23,0.04,11,11,47.83
HDFCNEXT50,EQ,19-Apr-2023,388.06,389.0,389.49,382.0,382.01,384.23,386.09,404,1.56,46,233,57.67
HDFCNIF100,EQ,19-Apr-2023,175.52,176.0,176.08,175.1,175.1,175.1,175.59,289,0.51,18,55,19.03
HDFCNIFETF,EQ,19-Apr-2023,191.65,192.0,192.0,190.47,191.1,191.0,190.9,20461,39.06,357,8572,41.89
HDFCNIFIT,EQ,19-Apr-2023,274.99,274.99,287.37,267.2,267.2,268.07,269.48,8117,21.87,187,6096,75.10
HDFCPVTBAN,EQ,19-Apr-2023,215.5,214.8,214.8,211.0,211.0,211.65,213.82,1345,2.88,36,1168,86.84
HDFCQUAL,EQ,19-Apr-2023,38.52,38.98,38.98,38.3,38.31,38.31,38.5,734,0.28,38,595,81.06
HDFCSENETF,EQ,19-Apr-2023,651.46,654.97,654.97,646.78,649.0,647.65,649.44,3505,22.76,242,2334,66.59
HDFCSILVER,EQ,19-Apr-2023,73.56,74.28,74.28,72.82,73.0,73.04,73.24,119841,87.77,424,99994,83.44
HDFCSML250,EQ,19-Apr-2023,91.61,91.78,92.19,91.3,91.3,91.45,91.79,9149,8.4,149,6999,76.50
HDFCVALUE,EQ,19-Apr-2023,91.32,91.41,91.99,90.51,90.51,91.02,91.11,3248,2.96,43,2877,88.58
HEADSUP,EQ,19-Apr-2023,12.75,12.55,13.0,12.55,13.0,12.85,12.83,106243,13.63,1780,3656,3.44
HEALTHY,EQ,19-Apr-2023,8.06,8.11,8.11,8.01,8.06,8.05,8.07,43023,3.47,223,32038,74.47
HECPROJECT,EQ,19-Apr-2023,33.15,36.45,36.45,30.9,33.1,32.7,34.27,77190,26.45,727,32099,41.58
HEG,EQ,19-Apr-2023,1053.45,1058.7,1086.8,1053.0,1064.9,1061.85,1072.12,505497,5419.53,23892,191930,37.97
HEIDELBERG,EQ,19-Apr-2023,170.25,170.25,172.75,170.25,171.45,170.75,171.25,90562,155.09,3471,39220,43.31
HEMIPROP,EQ,19-Apr-2023,93.1,94.4,95.0,91.8,92.0,92.3,93.43,621870,581.03,4868,283217,45.54
HERANBA,EQ,19-Apr-2023,329.15,331.0,331.75,327.0,328.0,328.05,329.18,20213,66.54,2013,10170,50.31
HERCULES,EQ,19-Apr-2023,198.3,197.0,201.0,197.0,198.35,198.6,198.94,7343,14.61,314,4575,62.30
HERITGFOOD,EQ,19-Apr-2023,168.55,171.0,172.05,166.05,167.4,167.35,168.35,161928,272.61,3930,84979,52.48
HEROMOTOCO,EQ,19-Apr-2023,2439.7,2435.0,2452.1,2421.1,2446.5,2445.95,2440.9,247426,6039.43,26120,94443,38.17
HESTERBIO,EQ,19-Apr-2023,1819.5,1819.5,1830.0,1796.7,1811.7,1806.5,1818.48,3300,60.01,526,2425,73.48
HEUBACHIND,EQ,19-Apr-2023,323.7,330.0,344.7,325.45,341.5,341.3,339.32,58126,197.24,3607,32066,55.17
HEXATRADEX,EQ,19-Apr-2023,147.9,148.55,150.0,146.05,147.45,147.45,147.99,908,1.34,55,559,61.56
HFCL,EQ,19-Apr-2023,62.4,62.35,62.55,61.05,61.2,61.2,61.64,2735199,1685.88,13096,1337524,48.90
HGINFRA,EQ,19-Apr-2023,888.9,890.0,906.0,889.0,900.0,898.7,898.97,150474,1352.71,11186,69622,46.27
HGS,EQ,19-Apr-2023,1029.6,1029.6,1031.0,1026.1,1030.0,1028.1,1028.88,13825,142.24,1497,9372,67.79
HIKAL,EQ,19-Apr-2023,294.9,295.8,298.45,288.0,289.95,290.25,292.4,225024,657.97,7053,101988,45.32
HIL,EQ,19-Apr-2023,2736.65,2736.95,2800.0,2656.3,2789.0,2738.9,2714.8,12523,339.97,3018,6149,49.10
HILTON,BE,19-Apr-2023,118.8,120.0,120.0,116.15,117.0,117.35,118.01,24754,29.21,238,-,-
HIMATSEIDE,EQ,19-Apr-2023,78.85,79.8,79.8,77.55,77.55,77.95,78.32,91537,71.69,1661,53813,58.79
HINDALCO,EQ,19-Apr-2023,431.55,434.4,437.35,431.3,432.7,433.05,434.12,5982454,25970.75,60854,2784876,46.55
HINDCOMPOS,EQ,19-Apr-2023,272.45,270.0,275.0,266.35,269.0,269.95,271.65,2132,5.79,197,1507,70.68
HINDCON,EQ,19-Apr-2023,94.45,97.2,98.0,95.3,97.9,97.65,96.95,36203,35.1,960,20008,55.27
HINDCOPPER,EQ,19-Apr-2023,101.15,101.6,103.8,101.0,101.2,101.3,102.46,3584017,3672.21,17233,951893,26.56
HINDMOTORS,EQ,19-Apr-2023,13.75,13.95,14.0,13.75,13.9,13.85,13.89,131609,18.28,697,82278,62.52
HINDOILEXP,EQ,19-Apr-2023,135.75,134.4,135.95,131.6,134.1,134.3,133.35,394544,526.12,4865,134706,34.14
HINDPETRO,EQ,19-Apr-2023,228.6,228.75,239.0,228.0,238.7,238.25,234.59,3883553,9110.36,32330,1212451,31.22
HINDUNILVR,EQ,19-Apr-2023,2541.05,2548.0,2548.0,2510.25,2523.5,2531.6,2525.19,1320243,33338.7,65279,858296,65.01
HINDWAREAP,EQ,19-Apr-2023,391.1,390.5,399.0,386.2,392.0,392.3,394.52,80222,316.49,5980,34024,42.41
HINDZINC,EQ,19-Apr-2023,323.3,324.0,326.0,323.4,325.0,324.45,324.56,789880,2563.61,16447,504915,63.92
HIRECT,EQ,19-Apr-2023,206.2,205.8,205.8,200.05,201.0,201.75,202.34,5676,11.48,205,4334,76.36
HISARMETAL,EQ,19-Apr-2023,136.4,135.15,144.4,135.15,138.6,139.2,140.99,45845,64.64,1322,19805,43.20
HITECH,EQ,19-Apr-2023,74.6,76.0,76.35,72.95,73.15,73.05,74.04,253374,187.61,2476,159558,62.97
HITECHCORP,EQ,19-Apr-2023,183.6,183.6,183.6,177.3,179.95,178.4,180.16,7976,14.37,934,4221,52.92
HITECHGEAR,EQ,19-Apr-2023,253.7,253.7,257.0,252.2,255.0,256.1,255.1,1086,2.77,86,702,64.64
HLEGLAS,EQ,19-Apr-2023,588.3,589.9,603.0,587.0,587.25,592.0,593.55,98720,585.95,6309,28217,28.58
HLVLTD,EQ,19-Apr-2023,10.15,10.3,10.6,10.25,10.3,10.35,10.42,288238,30.03,674,149581,51.89
HMT,BZ,19-Apr-2023,26.0,26.05,26.45,25.0,25.5,25.4,25.32,5800,1.47,67,-,-
HMVL,EQ,19-Apr-2023,46.15,46.3,46.95,45.6,45.95,46.05,46.23,16068,7.43,343,9795,60.96
HNDFDS,EQ,19-Apr-2023,577.45,574.0,594.85,572.0,592.8,587.7,585.98,21380,125.28,1699,11422,53.42
HNGSNGBEES,EQ,19-Apr-2023,289.94,291.55,291.55,286.5,288.0,288.0,289.71,4093,11.86,211,3163,77.28
HOMEFIRST,EQ,19-Apr-2023,729.35,729.35,729.35,708.3,711.0,711.15,717.32,52073,373.53,5096,25958,49.85
HOMESFY,SM,19-Apr-2023,508.25,485.0,485.0,482.85,482.85,482.85,483.88,1800,8.71,3,1800,100.00
HONAUT,EQ,19-Apr-2023,35808.7,35850.0,36049.95,35261.8,35502.15,35418.05,35482.82,6985,2478.47,2656,4349,62.26
HONDAPOWER,EQ,19-Apr-2023,2076.15,2075.95,2412.8,2068.85,2313.05,2313.4,2272.32,81975,1862.73,12800,24152,29.46
HOVS,EQ,19-Apr-2023,35.8,36.65,36.65,34.65,34.8,35.25,35.39,27990,9.91,499,19719,70.45
HPAL,EQ,19-Apr-2023,369.25,368.0,371.95,366.5,367.1,367.6,368.68,26179,96.52,977,3647,13.93
HPIL,BE,19-Apr-2023,88.05,92.45,92.45,88.1,92.0,92.0,91.92,3183,2.93,49,-,-
HPL,EQ,19-Apr-2023,88.55,88.5,90.35,87.35,88.0,88.1,88.94,86938,77.33,1447,49592,57.04
HSCL,EQ,19-Apr-2023,95.35,95.65,100.4,94.5,98.45,98.5,98.15,4177792,4100.31,17296,1714788,41.05
HTMEDIA,EQ,19-Apr-2023,16.65,16.6,16.9,16.5,16.55,16.6,16.71,108150,18.07,454,72609,67.14
HUBTOWN,EQ,19-Apr-2023,40.45,41.5,42.35,40.5,41.0,41.05,41.52,113770,47.24,810,74421,65.41
HUDCO,EQ,19-Apr-2023,45.45,45.65,46.95,45.55,45.8,45.75,46.26,4091641,1892.7,11072,1346630,32.91
HUDCO,N2,19-Apr-2023,1110.0,1108.99,1109.0,1104.0,1107.99,1107.76,1108.38,250,2.77,7,145,58.00
HUDCO,N5,19-Apr-2023,1095.0,1099.0,1099.0,1099.0,1099.0,1099.0,1099.0,100,1.1,1,100,100.00
HUDCO,N8,19-Apr-2023,1135.51,1135.5,1136.2,1135.25,1135.25,1135.94,1135.94,497,5.65,14,446,89.74
HUDCO,N9,19-Apr-2023,1151.0,1154.99,1155.0,1154.99,1154.99,1154.99,1155.0,1244,14.37,4,1244,100.00
HUDCO,ND,19-Apr-2023,1183.89,1186.79,1186.79,1184.39,1186.51,1186.39,1185.9,707,8.38,9,510,72.14
HUDCO,NE,19-Apr-2023,1305.74,1306.0,1325.0,1305.72,1305.72,1308.47,1310.13,415,5.44,16,293,70.60
HUHTAMAKI,EQ,19-Apr-2023,219.0,219.0,229.0,219.0,222.55,221.7,224.15,275287,617.05,7394,155956,56.65
HYBRIDFIN,EQ,19-Apr-2023,10.1,10.5,10.6,10.5,10.6,10.6,10.57,7845,0.83,37,7839,99.92
IBMFNIFTY,EQ,19-Apr-2023,181.7,178.0,182.59,176.63,182.1,182.05,179.55,1956,3.51,61,402,20.55
IBREALEST,EQ,19-Apr-2023,58.2,58.2,58.45,57.25,57.3,57.7,57.77,4957176,2863.51,13247,1526908,30.80
IBUCCREDIT,NB,19-Apr-2023,920.0,916.0,930.0,916.0,930.0,930.0,928.85,293,2.72,2,293,100.00
IBUCCREDIT,ND,19-Apr-2023,801.0,891.0,891.0,891.0,891.0,891.0,891.0,32,0.29,1,32,100.00
IBUCCREDIT,NO,19-Apr-2023,995.8,994.8,994.8,994.8,994.8,994.8,994.8,30,0.3,1,30,100.00
IBULHSGFIN,AN,19-Apr-2023,945.0,999.0,999.0,999.0,999.0,999.0,999.0,8,0.08,1,8,100.00
IBULHSGFIN,EQ,19-Apr-2023,103.55,103.45,105.05,101.5,101.85,101.8,102.99,5830009,6004.08,24394,1778816,30.51
IBULHSGFIN,,19-Apr-2023,940.2,951.75,951.75,941.1,941.1,945.15,946.47,100,0.95,3,100,100.00
IBULHSGFIN,NH,19-Apr-2023,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,100,1.03,1,100,100.00
IBULHSGFIN,YG,19-Apr-2023,960.8,960.0,960.0,960.0,960.0,960.0,960.0,49,0.47,3,49,100.00
IBULHSGFIN,YK,19-Apr-2023,905.1,965.0,965.0,965.0,965.0,965.0,965.0,20,0.19,1,20,100.00
IBULHSGFIN,Z7,19-Apr-2023,950.0,949.9,950.0,949.9,950.0,950.0,949.97,30,0.28,2,30,100.00
ICDSLTD,BE,19-Apr-2023,26.0,27.3,27.3,27.0,27.3,27.3,27.27,3862,1.05,56,-,-
ICEMAKE,EQ,19-Apr-2023,347.15,358.0,364.5,352.0,364.5,364.5,363.72,123845,450.45,981,88405,71.38
ICICI10GS,EQ,19-Apr-2023,211.59,212.0,212.0,212.0,212.0,212.0,212.0,212,0.45,5,212,100.00
ICICI500,EQ,19-Apr-2023,24.91,25.27,25.27,24.78,24.89,24.88,24.88,29720,7.39,271,17669,59.45
ICICI5GSEC,EQ,19-Apr-2023,52.48,52.25,52.48,52.25,52.48,52.48,52.48,161,0.08,5,160,99.38
ICICIALPLV,EQ,19-Apr-2023,174.08,174.08,174.08,172.51,173.35,173.24,173.09,44663,77.3,261,44172,98.90
ICICIAUTO,EQ,19-Apr-2023,131.03,131.99,132.0,130.88,130.96,131.06,131.35,10242,13.45,159,5018,48.99
ICICIB22,EQ,19-Apr-2023,60.48,62.3,62.3,59.4,60.5,60.47,60.4,425652,257.08,1337,261364,61.40
ICICIBANK,EQ,19-Apr-2023,896.85,895.9,896.9,887.25,892.1,891.9,891.12,24377956,217236.99,186782,4894724,20.08
ICICIBANKN,EQ,19-Apr-2023,42.3,42.31,42.37,42.09,42.2,42.19,42.18,23473,9.9,220,17394,74.10
ICICIBANKP,EQ,19-Apr-2023,212.09,215.37,215.37,210.79,210.98,210.94,211.43,6339,13.4,131,2269,35.79
ICICICOMMO,EQ,19-Apr-2023,56.79,57.09,57.17,56.63,56.84,56.83,56.98,1221,0.7,26,541,44.31
ICICICONSU,EQ,19-Apr-2023,74.43,74.31,74.46,74.1,74.1,74.1,74.39,878,0.65,22,868,98.86
ICICIFIN,EQ,19-Apr-2023,16.43,16.41,16.43,16.34,16.39,16.38,16.36,8735,1.43,54,8035,91.99
ICICIFMCG,EQ,19-Apr-2023,478.83,483.98,483.98,476.2,477.94,477.35,477.59,1413,6.75,142,792,56.05
ICICIGI,EQ,19-Apr-2023,1130.75,1125.05,1125.05,1070.55,1077.0,1076.2,1088.17,3169350,34487.81,103817,764825,24.13
ICICIGOLD,EQ,19-Apr-2023,53.2,53.65,53.65,52.42,52.51,52.6,52.94,183624,97.2,3096,148978,81.13
ICICIINFRA,EQ,19-Apr-2023,52.76,52.88,52.93,52.69,52.78,52.77,52.81,23431,12.37,35,21644,92.37
ICICILIQ,EQ,19-Apr-2023,999.99,999.8,1000.01,999.8,1000.0,999.99,1000.0,146745,1467.45,799,102226,69.66
ICICILOVOL,EQ,19-Apr-2023,141.84,142.98,146.1,140.9,140.9,140.92,141.31,143245,202.42,563,134376,93.81
ICICIM150,EQ,19-Apr-2023,120.11,120.97,120.97,119.5,119.65,119.67,120.1,8197,9.84,390,3896,47.53
ICICIMCAP,EQ,19-Apr-2023,95.92,96.49,96.49,95.62,96.06,95.76,96.16,3326,3.2,151,1625,48.86
ICICIMOM30,EQ,19-Apr-2023,18.95,19.3,19.35,18.91,18.95,18.91,19.07,4361,0.83,53,2830,64.89
ICICINF100,EQ,19-Apr-2023,191.55,191.25,191.55,190.09,191.05,190.83,190.88,3904,7.45,295,2383,61.04
ICICINIFTY,EQ,19-Apr-2023,192.33,192.95,192.95,191.5,191.65,191.74,191.93,63880,122.6,3446,40070,62.73
ICICINV20,EQ,19-Apr-2023,99.82,102.8,102.8,98.9,99.09,99.06,99.34,23533,23.38,718,15064,64.01
ICICINXT50,EQ,19-Apr-2023,40.1,41.3,41.3,39.62,39.7,39.73,39.9,39755,15.86,650,30048,75.58
ICICIPHARM,EQ,19-Apr-2023,80.51,81.29,81.29,80.31,80.7,80.57,80.83,17752,14.35,105,16471,92.78
ICICIPRULI,EQ,19-Apr-2023,449.9,450.05,454.6,444.65,446.0,445.6,449.43,4234171,19029.52,53804,3103769,73.30
ICICISENSX,EQ,19-Apr-2023,659.34,662.47,662.47,654.76,654.76,656.0,657.46,785,5.16,107,503,64.08
ICICISILVE,EQ,19-Apr-2023,76.11,76.36,76.88,75.31,75.52,75.46,76.05,190660,144.99,1268,70006,36.72
ICICITECH,EQ,19-Apr-2023,28.25,28.55,28.55,27.3,27.76,27.75,27.7,2074261,574.67,2307,1533717,73.94
ICIL,EQ,19-Apr-2023,135.4,135.9,136.85,131.9,132.8,132.85,133.35,92353,123.15,2432,49868,54.00
ICRA,EQ,19-Apr-2023,4773.0,4778.0,4857.5,4778.0,4780.0,4803.25,4819.94,1422,68.54,346,812,57.10
IDBI,EQ,19-Apr-2023,53.2,53.6,53.7,52.0,52.4,52.4,52.75,10554875,5568.17,19376,3170279,30.04
IDBIGOLD,EQ,19-Apr-2023,5622.7,5627.2,5635.0,5590.0,5590.0,5599.55,5611.56,331,18.57,83,284,85.80
IDEA,EQ,19-Apr-2023,6.05,6.1,6.15,6.05,6.1,6.05,6.08,28209620,1714.88,54234,18201953,64.52
IDFC,EQ,19-Apr-2023,80.35,80.75,81.2,80.1,80.7,80.55,80.7,3996847,3225.44,13334,1431907,35.83
IDFCFIRSTB,EQ,19-Apr-2023,56.5,56.85,57.25,56.2,56.3,56.35,56.66,16705166,9465.45,35027,5596316,33.50
IDFNIFTYET,EQ,19-Apr-2023,188.58,188.31,188.31,186.63,186.63,186.67,187.62,300,0.56,23,47,15.67
IEL,EQ,19-Apr-2023,9.3,9.3,9.65,9.0,9.05,9.05,9.25,262948,24.33,852,143756,54.67
IEX,EQ,19-Apr-2023,153.85,153.5,154.35,152.45,152.7,152.85,153.34,3136352,4809.32,27248,1192764,38.03
IFBAGRO,EQ,19-Apr-2023,482.3,481.0,504.8,480.05,481.0,484.4,493.53,31062,153.3,1690,7918,25.49
IFBIND,EQ,19-Apr-2023,816.2,818.7,905.95,815.25,853.6,858.3,884.09,749276,6624.27,29448,49823,6.65
IFCI,EQ,19-Apr-2023,10.6,10.65,10.8,10.4,10.45,10.45,10.58,4033492,426.94,2575,1429793,35.45
IFCI,NH,19-Apr-2023,1033.1,1038.0,1038.1,1038.0,1038.1,1038.06,1038.06,650,6.75,2,650,100.00
IFCI,NL,19-Apr-2023,1015.55,1016.0,1016.0,1016.0,1016.0,1016.0,1016.0,10,0.1,1,10,100.00
IFGLEXPOR,EQ,19-Apr-2023,243.55,244.6,246.2,237.55,240.55,240.75,243.42,5378,13.09,330,3660,68.06
IGARASHI,EQ,19-Apr-2023,369.45,371.4,373.85,365.0,367.65,366.2,368.61,9763,35.99,859,5188,53.14
IGL,EQ,19-Apr-2023,494.95,500.0,500.0,485.0,487.55,487.0,489.24,2265043,11081.53,47866,874591,38.61
IGPL,EQ,19-Apr-2023,477.75,481.5,486.8,474.05,484.0,484.05,480.48,15932,76.55,996,10827,67.96
IIFCL,N2,19-Apr-2023,1035.1,1035.11,1035.11,1035.11,1035.11,1035.11,1035.11,50,0.52,1,50,100.00
IIFCL,N4,19-Apr-2023,1281.0,1285.0,1285.0,1281.25,1285.0,1284.25,1284.85,25,0.32,4,24,96.00
IIFL,EQ,19-Apr-2023,460.85,460.5,467.0,455.0,455.5,455.8,458.74,239709,1099.65,11856,131802,54.98
IIFL,N6,19-Apr-2023,1007.02,1007.51,1007.51,1007.51,1007.51,1007.51,1007.51,10,0.1,1,10,100.00
IIFL,NC,19-Apr-2023,992.21,993.0,993.0,993.0,993.0,993.0,993.0,20,0.2,1,20,100.00
IIFL,NE,19-Apr-2023,999.0,995.0,996.0,995.0,996.0,996.0,995.09,11,0.11,2,11,100.00
IIFL,NF,19-Apr-2023,989.99,990.0,990.0,988.54,989.98,989.97,989.78,602,5.96,30,559,92.86
IIFL,NG,19-Apr-2023,1095.0,1096.0,1096.0,1096.0,1096.0,1096.0,1096.0,50,0.55,1,50,100.00
IIFL,NH,19-Apr-2023,1034.5,1020.46,1034.98,1020.46,1034.98,1034.98,1027.72,200,2.06,9,160,80.00
IIFL,NI,19-Apr-2023,1107.54,1120.8,1123.0,1120.8,1123.0,1121.73,1121.73,260,2.92,3,260,100.00
IIFL,NJ,19-Apr-2023,1013.2,1012.0,1012.0,1012.0,1012.0,1012.0,1012.0,200,2.02,3,200,100.00
IIFL,NL,19-Apr-2023,970.08,969.0,970.0,968.0,970.0,969.46,969.2,835,8.09,13,835,100.00
IIFL,NM,19-Apr-2023,1008.33,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,326,3.26,4,326,100.00
IIFL,NO,19-Apr-2023,982.2,983.8,983.8,982.0,982.0,983.39,983.39,66,0.65,2,66,100.00
IIFL,NP,19-Apr-2023,994.55,966.85,976.85,966.85,976.85,976.85,967.76,55,0.53,11,55,100.00
IIFL,NR,19-Apr-2023,1003.0,950.0,950.0,950.0,950.0,950.0,950.0,30,0.29,1,30,100.00
IIFL,NS,19-Apr-2023,969.74,969.99,969.99,965.0,966.1,966.09,966.59,487,4.71,12,334,68.58
IIFL,NT,19-Apr-2023,1025.0,982.1,982.1,982.0,,982.0,982.03,20,0.2,2,20,100.00
IIFL,NU,19-Apr-2023,920.0,935.0,935.0,935.0,935.0,935.0,935.0,20,0.19,1,20,100.00
IIFLSEC,EQ,19-Apr-2023,56.0,56.7,56.7,55.5,55.55,55.7,56.02,85534,47.91,1166,60763,71.04
IIHFL,N4,19-Apr-2023,1021.55,1023.0,1030.0,1021.55,1030.0,1030.0,1025.32,282,2.89,7,282,100.00
IIHFL,N5,19-Apr-2023,993.59,994.0,994.0,988.2,993.57,993.57,991.64,1842,18.27,12,1842,100.00
IIHFL,N8,19-Apr-2023,1045.0,1045.1,1045.1,1045.0,1045.0,1045.05,1045.05,55,0.57,8,55,100.00
IIHFL,NC,19-Apr-2023,952.0,941.0,950.0,939.8,940.0,940.0,941.03,1368,12.87,34,1268,92.69
IIHFL,NE,19-Apr-2023,1060.0,940.55,940.55,940.0,940.0,940.0,940.43,45,0.42,2,45,100.00
IITL,EQ,19-Apr-2023,83.5,83.2,86.4,83.2,86.0,86.0,85.25,8750,7.46,569,5358,61.23
IL&FSENGG,BZ,19-Apr-2023,13.35,13.3,13.6,12.85,12.9,12.9,13.12,2429,0.32,26,-,-
IL&FSTRANS,BZ,19-Apr-2023,3.25,3.25,3.35,3.25,3.25,3.25,3.27,14927,0.49,31,-,-
IMAGICAA,EQ,19-Apr-2023,45.85,46.0,46.7,44.65,44.9,44.95,45.42,631427,286.82,3523,405019,64.14
IMFA,EQ,19-Apr-2023,275.95,277.05,289.0,274.0,285.5,285.8,282.36,121980,344.42,5235,57306,46.98
IMPAL,EQ,19-Apr-2023,661.65,664.85,680.0,653.9,670.0,663.6,666.34,3016,20.1,408,1693,56.13
IMPEXFERRO,EQ,19-Apr-2023,3.2,3.05,3.35,3.05,3.05,3.05,3.05,100664,3.07,140,72838,72.36
INCREDIBLE,EQ,19-Apr-2023,20.6,20.6,20.9,19.9,20.35,20.4,20.46,3201,0.65,41,2725,85.13
INDBANK,EQ,19-Apr-2023,28.25,28.25,29.4,28.25,28.7,28.85,28.86,256222,73.96,1438,137049,53.49
INDHOTEL,EQ,19-Apr-2023,330.4,332.45,334.95,328.65,330.9,330.55,331.31,2359012,7815.55,36395,1119601,47.46
INDIACEM,EQ,19-Apr-2023,188.65,188.7,191.2,185.7,187.35,186.85,188.51,1517037,2859.79,14214,328135,21.63
